CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,Borough,GeoID_1,pop,geoid_2,ctname,agg_income,agg_inco_1
"2.01","1",Manhattan,"000201","1000201",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000201","4103",4754.49524739000,972312.14035500004,Manhattan,"36061000201","2012",1400000US36061000201,"Census Tract 2.01, New York County, New York","38384800","11002165"
"6","1",Manhattan,"000600","1000600",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000600","4103",6976.28621477000,2582705.15745999990,Manhattan,"36061000600","11616",1400000US36061000600,"Census Tract 6, New York County, New York","194389500","37751231"
"14.01","1",Manhattan,"001401","1001401",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001401","4103",5075.33199978000,1006116.58429000003,Manhattan,"36061001401","3543",1400000US36061001401,"Census Tract 14.01, New York County, New York","225717200","37070230"
"14.02","1",Manhattan,"001402","1001402",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001402","4103",4459.15601870000,1226206.24719000002,Manhattan,"36061001402","3418",1400000US36061001402,"Census Tract 14.02, New York County, New York","145582400","30809221"
"18","1",Manhattan,"001800","1001800",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001800","4103",6391.92117449000,2399276.86434999993,Manhattan,"36061001800","7934",1400000US36061001800,"Census Tract 18, New York County, New York","263160200","47152824"
"22.01","1",Manhattan,"002201","1002201",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002201","4103",5779.06260724000,1740173.87581000011,Manhattan,"36061002201","6969",1400000US36061002201,"Census Tract 22.01, New York County, New York","167393200","34113295"
"26.01","1",Manhattan,"002601","1002601",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002601","4103",4521.25106638000,1141217.52722999989,Manhattan,"36061002601","3609",1400000US36061002601,"Census Tract 26.01, New York County, New York","111437900","19214883"
"26.02","1",Manhattan,"002602","1002602",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002602","4103",4491.20321958000,1114857.11794000003,Manhattan,"36061002602","4816",1400000US36061002602,"Census Tract 26.02, New York County, New York","243831500","60718891"
"28","1",Manhattan,"002800","1002800",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002800","4103",5627.55483658000,1973678.46790000005,Manhattan,"36061002800","6819",1400000US36061002800,"Census Tract 28, New York County, New York","438955200","196430777"
"31","1",Manhattan,"003100","1003100",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003100","4121",7967.86697746000,2207015.16734999977,Manhattan,"36061003100","2989",1400000US36061003100,"Census Tract 31, New York County, New York","183862400","35864903"
"32","1",Manhattan,"003200","1003200",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003200","4103",6358.43545384000,2335526.62183000008,Manhattan,"36061003200","8372",1400000US36061003200,"Census Tract 32, New York County, New York","592148200","119910959"
"33","1",Manhattan,"003300","1003300",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003300","4121",8170.75665801000,3677727.64345999993,Manhattan,"36061003300","6458",1400000US36061003300,"Census Tract 33, New York County, New York","1154600700","346429716"
"34","1",Manhattan,"003400","1003400",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003400","4103",5503.30697234000,1718451.58587999991,Manhattan,"36061003400","7012",1400000US36061003400,"Census Tract 34, New York County, New York","431968100","92621450"
"36.01","1",Manhattan,"003601","1003601",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003601","4103",4201.29530909000,1082296.16558000003,Manhattan,"36061003601","3513",1400000US36061003601,"Census Tract 36.01, New York County, New York","136426600","33644373"
"36.02","1",Manhattan,"003602","1003602",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003602","4103",4076.25032584000,961070.50006100000,Manhattan,"36061003602","3000",1400000US36061003602,"Census Tract 36.02, New York County, New York","266893900","63873846"
"37","1",Manhattan,"003700","1003700",,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061003700","4121",11701.60794320000,4116364.29736000020,Manhattan,"36061003700","3092",1400000US36061003700,"Census Tract 37, New York County, New York","933448500","726812014"
"39","1",Manhattan,"003900","1003900",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003900","4121",12700.42461980000,3571006.25669000018,Manhattan,"36061003900","7036",1400000US36061003900,"Census Tract 39, New York County, New York","1458589600","852455148"
"40.01","1",Manhattan,"004001","1004001",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061004001","4103",4151.97686690000,995026.13729600003,Manhattan,"36061004001","3743",1400000US36061004001,"Census Tract 40.01, New York County, New York","253735100","70778576"
"40.02","1",Manhattan,"004002","1004002",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061004002","4103",4046.98099391000,932610.98620699998,Manhattan,"36061004002","5090",1400000US36061004002,"Census Tract 40.02, New York County, New York","502921500","209207709"
"41","1",Manhattan,"004100","1004100",,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061004100","4121",5913.87073980000,2058611.77685000002,Manhattan,"36061004100","7523",1400000US36061004100,"Census Tract 41, New York County, New York","473126500","160016896"
"43","1",Manhattan,"004300","1004300",,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061004300","4121",5090.41972568000,1605585.00792000000,Manhattan,"36061004300","4158",1400000US36061004300,"Census Tract 43, New York County, New York","448899600","171945797"
"45","1",Manhattan,"004500","1004500",,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061004500","4121",4604.74226512000,1129524.33978000004,Manhattan,"36061004500","1093",1400000US36061004500,"Census Tract 45, New York County, New York","118933300","41798516"
"52","1",Manhattan,"005200","1005200",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061005200","4165",5790.38825222000,1815428.99169000005,Manhattan,"36061005200","3808",1400000US36061005200,"Census Tract 52, New York County, New York","429923400","123784894"
"54","1",Manhattan,"005400","1005400",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061005400","4165",5588.63701127000,1809255.65822999994,Manhattan,"36061005400","4909",1400000US36061005400,"Census Tract 54, New York County, New York","723324400","155934068"
"55.01","1",Manhattan,"005501","1005501",,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061005501","4121",4650.76717945000,1338496.76795000001,Manhattan,"36061005501","4564",1400000US36061005501,"Census Tract 55.01, New York County, New York","458052200","61730904"
"55.02","1",Manhattan,"005502","1005502",,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061005502","4121",4547.01610161000,1243017.22803999996,Manhattan,"36061005502","1956",1400000US36061005502,"Census Tract 55.02, New York County, New York","241659400","57456622"
"58","1",Manhattan,"005800","1005800",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061005800","4165",5720.57431636000,1879679.38883000007,Manhattan,"36061005800","5109",1400000US36061005800,"Census Tract 58, New York County, New York","616163800","141020530"
"63","1",Manhattan,"006300","1006300",,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061006300","4121",5802.50819179000,1918265.47759000002,Manhattan,"36061006300","6707",1400000US36061006300,"Census Tract 63, New York County, New York","911841600","192573664"
"65","1",Manhattan,"006500","1006500",,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061006500","4121",6351.18177406000,2167367.11549000023,Manhattan,"36061006500","6721",1400000US36061006500,"Census Tract 65, New York County, New York","453977800","84492195"
"67","1",Manhattan,"006700","1006700",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061006700","4121",5458.85947250000,1812883.02278000000,Manhattan,"36061006700","5547",1400000US36061006700,"Census Tract 67, New York County, New York","595479500","102736010"
"68","1",Manhattan,"006800","1006800",,Gramercy,MN0602,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061006800","4165",5723.89094085000,1877720.93515000003,Manhattan,"36061006800","7706",1400000US36061006800,"Census Tract 68, New York County, New York","792483900","214019589"
"70.01","1",Manhattan,"007001","1007001",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007001","4165",4116.82326197000,967528.06360899995,Manhattan,"36061007001","4550",1400000US36061007001,"Census Tract 70.01, New York County, New York","292115300","106001419"
"70.02","1",Manhattan,"007002","1007002",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007002","4165",4036.36952209000,941181.26639400003,Manhattan,"36061007002","4865",1400000US36061007002,"Census Tract 70.02, New York County, New York","358072800","76270269"
"71","1",Manhattan,"007100","1007100",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061007100","4121",6603.38612647000,1774264.34210000001,Manhattan,"36061007100","5851",1400000US36061007100,"Census Tract 71, New York County, New York","711806500","125189112"
"72","1",Manhattan,"007200","1007200",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007200","4165",5722.94380674000,1877428.79582000012,Manhattan,"36061007200","9358",1400000US36061007200,"Census Tract 72, New York County, New York","894652700","156758132"
"73","1",Manhattan,"007300","1007300",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061007300","4121",5754.13421011000,1778587.97432000004,Manhattan,"36061007300","6180",1400000US36061007300,"Census Tract 73, New York County, New York","749433100","194591758"
"76","1",Manhattan,"007600","1007600",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061007600","4165",5717.63343742000,1873518.14596000011,Manhattan,"36061007600","2921",1400000US36061007600,"Census Tract 76, New York County, New York","231860300","99931344"
"77","1",Manhattan,"007700","1007700",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061007700","4121",5765.37214246000,1924995.85467000003,Manhattan,"36061007700","6192",1400000US36061007700,"Census Tract 77, New York County, New York","818093200","157362507"
"78","1",Manhattan,"007800","1007800",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007800","4165",5546.86738568000,1912109.89721000008,Manhattan,"36061007800","9109",1400000US36061007800,"Census Tract 78, New York County, New York","910095400","148356443"
"80","1",Manhattan,"008000","1008000",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061008000","4165",5682.15354559000,1855976.69852999994,Manhattan,"36061008000","5906",1400000US36061008000,"Census Tract 80, New York County, New York","661803400","132197785"
"81","1",Manhattan,"008100","1008100",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061008100","4104",5683.39375249000,1875912.49867999996,Manhattan,"36061008100","7853",1400000US36061008100,"Census Tract 81, New York County, New York","889563400","158374899"
"82","1",Manhattan,"008200","1008200",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061008200","4165",5681.26086793000,1856719.42015999998,Manhattan,"36061008200","3414",1400000US36061008200,"Census Tract 82, New York County, New York","490335500","135271282"
"84","1",Manhattan,"008400","1008400",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061008400","4165",5690.70188955000,1862741.79820000008,Manhattan,"36061008400","1985",1400000US36061008400,"Census Tract 84, New York County, New York","234318500","101606754"
"87","1",Manhattan,"008700","1008700",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061008700","4104",5579.48038550000,1780834.06535000005,Manhattan,"36061008700","6510",1400000US36061008700,"Census Tract 87, New York County, New York","816830100","156966062"
"89","1",Manhattan,"008900","1008900",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061008900","4104",5578.14059054000,1782674.05104999989,Manhattan,"36061008900","5957",1400000US36061008900,"Census Tract 89, New York County, New York","555051700","105165138"
"91","1",Manhattan,"009100","1009100",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009100","4104",5743.39332012000,1927040.12601000001,Manhattan,"36061009100","7362",1400000US36061009100,"Census Tract 91, New York County, New York","880155800","167232351"
"92","1",Manhattan,"009200","1009200",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061009200","4165",6172.97892123000,2118430.84367999993,Manhattan,"36061009200","1866",1400000US36061009200,"Census Tract 92, New York County, New York","201097200","47478282"
"93","1",Manhattan,"009300","1009300",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009300","4104",5740.25895778000,1929422.57462000009,Manhattan,"36061009300","9325",1400000US36061009300,"Census Tract 93, New York County, New York","812585800","150275090"
"94","1",Manhattan,"009400","1009400",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061009400","4165",5738.94007408000,1646379.21084999992,Manhattan,"36061009400","109",1400000US36061009400,"Census Tract 94, New York County, New York","5920700","3302879"
"95","1",Manhattan,"009500","1009500",,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061009500","4165",5658.97071691000,1851171.24881000002,Manhattan,"36061009500","3892",1400000US36061009500,"Census Tract 95, New York County, New York","333183700","89082889"
"96","1",Manhattan,"009600","1009600",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061009600","4165",5737.35624361000,1887288.38571999990,Manhattan,"36061009600","608",1400000US36061009600,"Census Tract 96, New York County, New York","35244600","23382516"
"97","1",Manhattan,"009700","1009700",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009700","4104",5655.10995589000,1860581.09400999988,Manhattan,"36061009700","5071",1400000US36061009700,"Census Tract 97, New York County, New York","270572300","65405482"
"102","1",Manhattan,"010200","1010200",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061010200","4165",5687.80226274000,1860992.68904000008,Manhattan,"36061010200","283",1400000US36061010200,"Census Tract 102, New York County, New York","17369600","11851432"
"104","1",Manhattan,"010400","1010400",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061010400","4165",5693.03611742000,1864600.36942999996,Manhattan,"36061010400","983",1400000US36061010400,"Census Tract 104, New York County, New York","121766300","39204762"
"108.01","1",Manhattan,"010801","1010801",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061010801","4165",3972.95951405000,763140.63822199998,Manhattan,"36061010801","3297",1400000US36061010801,"Census Tract 108.01, New York County, New York","384912500","117032563"
"108.03","1",Manhattan,"010803","1010803",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061010803","4165",3086.90209011000,583083.68649200001,Manhattan,"36061010803","2696",1400000US36061010803,"Census Tract 108.03, New York County, New York","223863000","97661065"
"109","1",Manhattan,"010900","1010900",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061010900","4165",5703.53152525000,1891364.51328999992,Manhattan,"36061010900","407",1400000US36061010900,"Census Tract 109, New York County, New York","19535400","5506187"
"112.01","1",Manhattan,"011201","1011201",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061011201","4165",3716.14703189000,856164.27825600002,Manhattan,"36061011201","1233",1400000US36061011201,"Census Tract 112.01, New York County, New York","161358200","39337034"
"112.02","1",Manhattan,"011202","1011202",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061011202","4165",3688.76232873000,839525.67302600003,Manhattan,"36061011202","500",1400000US36061011202,"Census Tract 112.02, New York County, New York","116055400","40004092"
"112.03","1",Manhattan,"011203","1011203",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061011203","4165",3682.03628269000,841193.01006799995,Manhattan,"36061011203","1420",1400000US36061011203,"Census Tract 112.03, New York County, New York","180744500","40491923"
"113","1",Manhattan,"011300","1011300",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061011300","4165",5699.86063926000,1890907.26841000002,Manhattan,"36061011300","216",1400000US36061011300,"Census Tract 113, New York County, New York","3912200","2091358"
"114.02","1",Manhattan,"011402","1011402",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061011402","4108",4125.25634984000,1063547.35348999989,Manhattan,"36061011402","2620",1400000US36061011402,"Census Tract 114.02, New York County, New York","352581900","86557054"
"118","1",Manhattan,"011800","1011800",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061011800","4108",5524.54237872000,1903276.16598999989,Manhattan,"36061011800","9688",1400000US36061011800,"Census Tract 118, New York County, New York","1382358000","236015958"
"119","1",Manhattan,"011900","1011900",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061011900","4165",5722.09072885000,1911310.68699999992,Manhattan,"36061011900","1666",1400000US36061011900,"Census Tract 119, New York County, New York","25007900","5658555"
"120","1",Manhattan,"012000","1012000",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061012000","4108",5693.86556537000,1862415.51129999990,Manhattan,"36061012000","3905",1400000US36061012000,"Census Tract 120, New York County, New York","534177500","134415514"
"121.02","1",Manhattan,"012102","1012102",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012102","4104",3933.96052052000,959890.05928900000,Manhattan,"36061012102","5236",1400000US36061012102,"Census Tract 121.02, New York County, New York","268063900","42538915"
"122","1",Manhattan,"012200","1012200",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061012200","4108",5683.16743346000,1857829.44402999990,Manhattan,"36061012200","3425",1400000US36061012200,"Census Tract 122, New York County, New York","559935900","185249197"
"125","1",Manhattan,"012500","1012500",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061012500","4165",5683.93714341000,1875481.30315999989,Manhattan,"36061012500","2901",1400000US36061012500,"Census Tract 125, New York County, New York","385302700","140070646"
"126.01","1",Manhattan,"012601","1012601",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061012601","4108",4209.37678480000,1015522.49459000002,Manhattan,"36061012601","7437",1400000US36061012601,"Census Tract 126.01, New York County, New York","684035000","226964898"
"127","1",Manhattan,"012700","1012700",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012700","4104",5682.36124648000,1872371.15965000005,Manhattan,"36061012700","7282",1400000US36061012700,"Census Tract 127, New York County, New York","717577100","167640848"
"131","1",Manhattan,"013100","1013100",,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061013100","4165",5680.12341863000,1874645.76618000004,Manhattan,"36061013100","3962",1400000US36061013100,"Census Tract 131, New York County, New York","279659000","60524779"
"132.01","1",Manhattan,"013201","1013201",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013201","4108",4225.20832659000,839787.97446000006,Manhattan,"36061013201","3146",1400000US36061013201,"Census Tract 132.01, New York County, New York","161197000","75330908"
"132.02","1",Manhattan,"013202","1013202",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013202","4108",3431.47781008000,727876.70494500000,Manhattan,"36061013202","4237",1400000US36061013202,"Census Tract 132.02, New York County, New York","235514400","86287128"
"133","1",Manhattan,"013300","1013300",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061013300","4104",5684.39575861000,1876670.07208000007,Manhattan,"36061013300","6782",1400000US36061013300,"Census Tract 133, New York County, New York","680640000","158650436"
"136.01","1",Manhattan,"013601","1013601",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013601","4108",3364.50474684000,400550.31630399998,Manhattan,"36061013601","1962",1400000US36061013601,"Census Tract 136.01, New York County, New York","285835300","154191540"
"136.02","1",Manhattan,"013602","1013602",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013602","4108",3118.99716083000,607002.75515700004,Manhattan,"36061013602","5070",1400000US36061013602,"Census Tract 136.02, New York County, New York","780897200","287610306"
"149","1",Manhattan,"014900","1014900",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061014900","4107",5690.75677324000,1880350.19669999997,Manhattan,"36061014900","6351",1400000US36061014900,"Census Tract 149, New York County, New York","674634500","125115023"
"150.02","1",Manhattan,"015002","1015002",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015002","4108",4689.90619108000,1352304.14647000004,Manhattan,"36061015002","5642",1400000US36061015002,"Census Tract 150.02, New York County, New York","860005600","143902880"
"151.01","1",Manhattan,"015101","1015101",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015101","4107",4418.89071022000,1179802.65733999992,Manhattan,"36061015101","3756",1400000US36061015101,"Census Tract 151.01, New York County, New York","61248200","16189685"
"153.01","1",Manhattan,"015301","1015301",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015301","4107",3880.01113814000,934986.55194399995,Manhattan,"36061015301","3684",1400000US36061015301,"Census Tract 153.01, New York County, New York","562182600","122129189"
"153.02","1",Manhattan,"015302","1015302",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015302","4107",3884.25171349000,938455.16746000003,Manhattan,"36061015302","6032",1400000US36061015302,"Census Tract 153.02, New York County, New York","707181900","179724183"
"154.03","1",Manhattan,"015403","1015403",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015403","4108",2991.22048358000,555763.31320300000,Manhattan,"36061015403","5738",1400000US36061015403,"Census Tract 154.03, New York County, New York","346910900","94049660"
"155.01","1",Manhattan,"015501","1015501",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015501","4107",3864.79104397000,928265.53827500006,Manhattan,"36061015501","5091",1400000US36061015501,"Census Tract 155.01, New York County, New York","836773300","343282919"
"156.01","1",Manhattan,"015601","1015601",,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015601","4108",4004.82445573000,791936.96494099998,Manhattan,"36061015601","5568",1400000US36061015601,"Census Tract 156.01, New York County, New York","366320100","55324609"
"156.02","1",Manhattan,"015602","1015602",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061015602","4111",4524.70684771000,1169910.01639000000,Manhattan,"36061015602","2154",1400000US36061015602,"Census Tract 156.02, New York County, New York","180161800","57360843"
"157","1",Manhattan,"015700","1015700",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015700","4107",5778.30928559000,1958586.74025000003,Manhattan,"36061015700","11197",1400000US36061015700,"Census Tract 157, New York County, New York","1372037700","291054624"
"158.01","1",Manhattan,"015801","1015801",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015801","4108",4692.93188472000,1353075.76215999993,Manhattan,"36061015801","5600",1400000US36061015801,"Census Tract 158.01, New York County, New York","618972900","132030507"
"158.02","1",Manhattan,"015802","1015802",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061015802","4111",3116.91669601000,551587.64415399998,Manhattan,"36061015802","4516",1400000US36061015802,"Census Tract 158.02, New York County, New York","230045600","42555870"
"160.01","1",Manhattan,"016001","1016001",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061016001","4108",4702.17377716000,1352632.29777999991,Manhattan,"36061016001","3852",1400000US36061016001,"Census Tract 160.01, New York County, New York","779740000","218966222"
"161","1",Manhattan,"016100","1016100",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016100","4107",5716.22543542000,1677359.66531000007,Manhattan,"36061016100","6617",1400000US36061016100,"Census Tract 161, New York County, New York","840233400","180958081"
"164","1",Manhattan,"016400","1016400",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016400","4111",5535.65489948000,1911300.53077000007,Manhattan,"36061016400","7371",1400000US36061016400,"Census Tract 164, New York County, New York","176007400","29675961"
"165","1",Manhattan,"016500","1016500",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016500","4107",6286.35561079000,2199114.59964000015,Manhattan,"36061016500","6659",1400000US36061016500,"Census Tract 165, New York County, New York","1028873000","230502724"
"166","1",Manhattan,"016600","1016600",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016600","4111",5724.30052448000,1871913.93571999995,Manhattan,"36061016600","7012",1400000US36061016600,"Census Tract 166, New York County, New York","207808800","53995189"
"169","1",Manhattan,"016900","1016900",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016900","4107",5751.66165621000,1937087.87968000001,Manhattan,"36061016900","8526",1400000US36061016900,"Census Tract 169, New York County, New York","1049747500","211980988"
"170","1",Manhattan,"017000","1017000",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017000","4111",5617.78174999000,1969157.88721000007,Manhattan,"36061017000","7991",1400000US36061017000,"Census Tract 170, New York County, New York","198524200","37676002"
