geoid,ctname,agg_income,agg_income_m
1400000US36047121400,"Census Tract 1214, Kings County, New York",46526200,13195841
1400000US36047122000,"Census Tract 1220, Kings County, New York",142497600,34778198
1400000US36047123700,"Census Tract 1237, Kings County, New York",91432800,25643169
1400000US36047150200,"Census Tract 1502, Kings County, New York",152162900,35366374
1400000US36047152200,"Census Tract 1522, Kings County, New York",607912800,544107880
1400000US36047990100,"Census Tract 9901, Kings County, New York", ,**
1400000US36061000100,"Census Tract 1, New York County, New York", ,**
1400000US36061000201,"Census Tract 2.01, New York County, New York",38384800,11002165
1400000US36061000202,"Census Tract 2.02, New York County, New York",197997400,36495419
1400000US36061000500,"Census Tract 5, New York County, New York", ,**
1400000US36061000600,"Census Tract 6, New York County, New York",194389500,37751231
1400000US36061000700,"Census Tract 7, New York County, New York",1029146400,149065862
1400000US36061000800,"Census Tract 8, New York County, New York",228509800,50073802
1400000US36061000900,"Census Tract 9, New York County, New York",246508600,46657488
1400000US36061001001,"Census Tract 10.01, New York County, New York",107294500,19874224
1400000US36061001002,"Census Tract 10.02, New York County, New York",72239000,12273199
1400000US36061001200,"Census Tract 12, New York County, New York",261288600,63574304
1400000US36061001300,"Census Tract 13, New York County, New York",576619700,98665894
1400000US36061001401,"Census Tract 14.01, New York County, New York",225717200,37070230
1400000US36061001402,"Census Tract 14.02, New York County, New York",145582400,30809221
1400000US36061001501,"Census Tract 15.01, New York County, New York",611023300,183423838
1400000US36061001502,"Census Tract 15.02, New York County, New York",791580200,144002584
1400000US36061001600,"Census Tract 16, New York County, New York",323415000,69871811
1400000US36061001800,"Census Tract 18, New York County, New York",263160200,47152824
1400000US36061002000,"Census Tract 20, New York County, New York",95462000,42451338
1400000US36061002100,"Census Tract 21, New York County, New York",1357438300,337928845
1400000US36061002201,"Census Tract 22.01, New York County, New York",167393200,34113295
1400000US36061002202,"Census Tract 22.02, New York County, New York",137567700,47989918
1400000US36061002400,"Census Tract 24, New York County, New York",45343900,10445569
1400000US36061002500,"Census Tract 25, New York County, New York",67783700,11170422
1400000US36061002601,"Census Tract 26.01, New York County, New York",111437900,19214883
1400000US36061002602,"Census Tract 26.02, New York County, New York",243831500,60718891
1400000US36061002700,"Census Tract 27, New York County, New York",74148600,34658567
1400000US36061002800,"Census Tract 28, New York County, New York",438955200,196430777
1400000US36061002901,"Census Tract 29.01, New York County, New York",null,null
1400000US36061002902,"Census Tract 29.02, New York County, New York",99369500,24049907
1400000US36061003001,"Census Tract 30.01, New York County, New York",250509400,67292575
1400000US36061003002,"Census Tract 30.02, New York County, New York",178499200,32925153
1400000US36061003100,"Census Tract 31, New York County, New York",183862400,35864903
1400000US36061003200,"Census Tract 32, New York County, New York",592148200,119910959
1400000US36061003300,"Census Tract 33, New York County, New York",1154600700,346429716
1400000US36061003400,"Census Tract 34, New York County, New York",431968100,92621450
1400000US36061003601,"Census Tract 36.01, New York County, New York",136426600,33644373
1400000US36061003602,"Census Tract 36.02, New York County, New York",266893900,63873846
1400000US36061003700,"Census Tract 37, New York County, New York",933448500,726812014
1400000US36061003800,"Census Tract 38, New York County, New York",624662300,232232530
1400000US36061003900,"Census Tract 39, New York County, New York",1458589600,852455148
1400000US36061004001,"Census Tract 40.01, New York County, New York",253735100,70778576
1400000US36061004002,"Census Tract 40.02, New York County, New York",502921500,209207709
1400000US36061004100,"Census Tract 41, New York County, New York",473126500,160016896
1400000US36061004200,"Census Tract 42, New York County, New York",336195600,73430909
1400000US36061004300,"Census Tract 43, New York County, New York",448899600,171945797
1400000US36061004400,"Census Tract 44, New York County, New York",1352671300,214596486
1400000US36061004500,"Census Tract 45, New York County, New York",118933300,41798516
1400000US36061004700,"Census Tract 47, New York County, New York",330010000,96541155
1400000US36061004800,"Census Tract 48, New York County, New York",590152300,119851404
1400000US36061004900,"Census Tract 49, New York County, New York",660477500,164336778
1400000US36061005000,"Census Tract 50, New York County, New York",706991400,239975792
1400000US36061005200,"Census Tract 52, New York County, New York",429923400,123784894
1400000US36061005400,"Census Tract 54, New York County, New York",723324400,155934068
1400000US36061005501,"Census Tract 55.01, New York County, New York",458052200,61730904
1400000US36061005502,"Census Tract 55.02, New York County, New York",241659400,57456622
1400000US36061005600,"Census Tract 56, New York County, New York",702829400,280893234
1400000US36061005700,"Census Tract 57, New York County, New York",432591900,72619165
1400000US36061005800,"Census Tract 58, New York County, New York",616163800,141020530
1400000US36061005900,"Census Tract 59, New York County, New York",625548000,131990725
1400000US36061006000,"Census Tract 60, New York County, New York",696576100,171940027
1400000US36061006100,"Census Tract 61, New York County, New York",842193300,393784789
1400000US36061006200,"Census Tract 62, New York County, New York",169081300,33274945
1400000US36061006300,"Census Tract 63, New York County, New York",911841600,192573664
1400000US36061006400,"Census Tract 64, New York County, New York",655212800,132533983
1400000US36061006500,"Census Tract 65, New York County, New York",453977800,84492195
1400000US36061006600,"Census Tract 66, New York County, New York",1005143100,248064340
1400000US36061006700,"Census Tract 67, New York County, New York",595479500,102736010
1400000US36061006800,"Census Tract 68, New York County, New York",792483900,214019589
1400000US36061006900,"Census Tract 69, New York County, New York",409897300,83413414
1400000US36061007001,"Census Tract 70.01, New York County, New York",292115300,106001419
1400000US36061007002,"Census Tract 70.02, New York County, New York",358072800,76270269
1400000US36061007100,"Census Tract 71, New York County, New York",711806500,125189112
1400000US36061007200,"Census Tract 72, New York County, New York",894652700,156758132
1400000US36061007300,"Census Tract 73, New York County, New York",749433100,194591758
1400000US36061007400,"Census Tract 74, New York County, New York",671615100,174606998
1400000US36061007500,"Census Tract 75, New York County, New York",441645500,104679292
1400000US36061007600,"Census Tract 76, New York County, New York",231860300,99931344
1400000US36061007700,"Census Tract 77, New York County, New York",818093200,157362507
1400000US36061007800,"Census Tract 78, New York County, New York",910095400,148356443
1400000US36061007900,"Census Tract 79, New York County, New York",606966600,211919157
1400000US36061008000,"Census Tract 80, New York County, New York",661803400,132197785
1400000US36061008100,"Census Tract 81, New York County, New York",889563400,158374899
1400000US36061008200,"Census Tract 82, New York County, New York",490335500,135271282
1400000US36061008300,"Census Tract 83, New York County, New York",292867100,104641666
1400000US36061008400,"Census Tract 84, New York County, New York",234318500,101606754
1400000US36061008601,"Census Tract 86.01, New York County, New York",315529200,64818996
1400000US36061008602,"Census Tract 86.02, New York County, New York", ,**
1400000US36061008603,"Census Tract 86.03, New York County, New York",901242500,167919390
1400000US36061008700,"Census Tract 87, New York County, New York",816830100,156966062
1400000US36061008800,"Census Tract 88, New York County, New York",794000600,109631548
1400000US36061008900,"Census Tract 89, New York County, New York",555051700,105165138
1400000US36061009000,"Census Tract 90, New York County, New York",1032254900,213153084
1400000US36061009100,"Census Tract 91, New York County, New York",880155800,167232351
1400000US36061009200,"Census Tract 92, New York County, New York",201097200,47478282
1400000US36061009300,"Census Tract 93, New York County, New York",812585800,150275090
1400000US36061009400,"Census Tract 94, New York County, New York",5920700,3302879
1400000US36061009500,"Census Tract 95, New York County, New York",333183700,89082889
1400000US36061009600,"Census Tract 96, New York County, New York",35244600,23382516
1400000US36061009700,"Census Tract 97, New York County, New York",270572300,65405482
1400000US36061009800,"Census Tract 98, New York County, New York",791562400,182539837
1400000US36061009901,"Census Tract 99.01, New York County, New York",463080300,179466955
1400000US36061009902,"Census Tract 99.02, New York County, New York",420504400,132030479
1400000US36061009903,"Census Tract 99.03, New York County, New York",71703400,22576080
1400000US36061010000,"Census Tract 100, New York County, New York",171809800,39340273
1400000US36061010100,"Census Tract 101, New York County, New York",155396100,41360542
1400000US36061010200,"Census Tract 102, New York County, New York",17369600,11851432
1400000US36061010300,"Census Tract 103, New York County, New York",256647600,71864282
1400000US36061010400,"Census Tract 104, New York County, New York",121766300,39204762
1400000US36061010601,"Census Tract 106.01, New York County, New York",1742556800,447899331
1400000US36061010602,"Census Tract 106.02, New York County, New York",533987700,110207570
1400000US36061010801,"Census Tract 108.01, New York County, New York",384912500,117032563
1400000US36061010802,"Census Tract 108.02, New York County, New York",424848300,96393294
1400000US36061010803,"Census Tract 108.03, New York County, New York",223863000,97661065
1400000US36061010900,"Census Tract 109, New York County, New York",19535400,5506187
1400000US36061011000,"Census Tract 110, New York County, New York",820323600,160626974
1400000US36061011100,"Census Tract 111, New York County, New York",415368200,67815178
1400000US36061011201,"Census Tract 112.01, New York County, New York",161358200,39337034
1400000US36061011202,"Census Tract 112.02, New York County, New York",116055400,40004092
1400000US36061011203,"Census Tract 112.03, New York County, New York",180744500,40491923
1400000US36061011300,"Census Tract 113, New York County, New York",3912200,2091358
1400000US36061011401,"Census Tract 114.01, New York County, New York",343341300,105950400
1400000US36061011402,"Census Tract 114.02, New York County, New York",352581900,86557054
1400000US36061011500,"Census Tract 115, New York County, New York",337569500,70299001
1400000US36061011600,"Census Tract 116, New York County, New York",289631500,86791024
1400000US36061011700,"Census Tract 117, New York County, New York",540634400,73535641
1400000US36061011800,"Census Tract 118, New York County, New York",1382358000,236015958
1400000US36061011900,"Census Tract 119, New York County, New York",25007900,5658555
1400000US36061012000,"Census Tract 120, New York County, New York",534177500,134415514
1400000US36061012101,"Census Tract 121.01, New York County, New York",145079800,36275489
1400000US36061012102,"Census Tract 121.02, New York County, New York",268063900,42538915
1400000US36061012200,"Census Tract 122, New York County, New York",559935900,185249197
1400000US36061012400,"Census Tract 124, New York County, New York",985767000,190974657
1400000US36061012500,"Census Tract 125, New York County, New York",385302700,140070646
1400000US36061012601,"Census Tract 126.01, New York County, New York",684035000,226964898
1400000US36061012602,"Census Tract 126.02, New York County, New York",698883100,269869771
1400000US36061012700,"Census Tract 127, New York County, New York",717577100,167640848
1400000US36061012800,"Census Tract 128, New York County, New York",805342800,180979774
1400000US36061012901,"Census Tract 129.01, New York County, New York",647843300,163937181
1400000US36061012902,"Census Tract 129.02, New York County, New York",181755300,77918653
1400000US36061013000,"Census Tract 130, New York County, New York",647988200,172950093
1400000US36061013100,"Census Tract 131, New York County, New York",279659000,60524779
1400000US36061013201,"Census Tract 132.01, New York County, New York",161197000,75330908
1400000US36061013202,"Census Tract 132.02, New York County, New York",235514400,86287128
1400000US36061013203,"Census Tract 132.03, New York County, New York",323898400,102634908
1400000US36061013300,"Census Tract 133, New York County, New York",680640000,158650436
1400000US36061013400,"Census Tract 134, New York County, New York",1334543600,276976293
1400000US36061013501,"Census Tract 135.01, New York County, New York",327595100,102678432
1400000US36061013502,"Census Tract 135.02, New York County, New York",527961800,230225998
1400000US36061013601,"Census Tract 136.01, New York County, New York",285835300,154191540
1400000US36061013602,"Census Tract 136.02, New York County, New York",780897200,287610306
1400000US36061013603,"Census Tract 136.03, New York County, New York",377484400,88777056
1400000US36061013604,"Census Tract 136.04, New York County, New York",437519800,166881934
1400000US36061013700,"Census Tract 137, New York County, New York",980193900,199938393
1400000US36061013800,"Census Tract 138, New York County, New York",1463524800,328146614
1400000US36061013900,"Census Tract 139, New York County, New York",915174000,160532782
1400000US36061014000,"Census Tract 140, New York County, New York",1537545500,537568026
1400000US36061014200,"Census Tract 142, New York County, New York",882070300,238793627
1400000US36061014300,"Census Tract 143, New York County, New York", ,**
1400000US36061014401,"Census Tract 144.01, New York County, New York",678332400,181877457
1400000US36061014402,"Census Tract 144.02, New York County, New York",744417700,113294377
1400000US36061014500,"Census Tract 145, New York County, New York",927081800,200058677
1400000US36061014601,"Census Tract 146.01, New York County, New York",488575500,105276776
1400000US36061014602,"Census Tract 146.02, New York County, New York",757442700,98795663
1400000US36061014700,"Census Tract 147, New York County, New York",400909800,75031454
1400000US36061014801,"Census Tract 148.01, New York County, New York",352223700,81505217
1400000US36061014802,"Census Tract 148.02, New York County, New York",757070000,151487541
1400000US36061014900,"Census Tract 149, New York County, New York",674634500,125115023
1400000US36061015001,"Census Tract 150.01, New York County, New York",310682700,91496340
1400000US36061015002,"Census Tract 150.02, New York County, New York",860005600,143902880
1400000US36061015101,"Census Tract 151.01, New York County, New York",61248200,16189685
1400000US36061015102,"Census Tract 151.02, New York County, New York",907706900,266273689
1400000US36061015200,"Census Tract 152, New York County, New York",704340800,109937692
1400000US36061015301,"Census Tract 153.01, New York County, New York",562182600,122129189
1400000US36061015302,"Census Tract 153.02, New York County, New York",707181900,179724183
1400000US36061015401,"Census Tract 154.01, New York County, New York",700915200,489590079
1400000US36061015402,"Census Tract 154.02, New York County, New York",272996200,64984703
1400000US36061015403,"Census Tract 154.03, New York County, New York",346910900,94049660
1400000US36061015501,"Census Tract 155.01, New York County, New York",836773300,343282919
1400000US36061015502,"Census Tract 155.02, New York County, New York",566849900,164968443
1400000US36061015601,"Census Tract 156.01, New York County, New York",366320100,55324609
1400000US36061015602,"Census Tract 156.02, New York County, New York",180161800,57360843
1400000US36061015700,"Census Tract 157, New York County, New York",1372037700,291054624
1400000US36061015801,"Census Tract 158.01, New York County, New York",618972900,132030507
1400000US36061015802,"Census Tract 158.02, New York County, New York",230045600,42555870
1400000US36061015900,"Census Tract 159, New York County, New York",1034063400,237917941
1400000US36061016001,"Census Tract 160.01, New York County, New York",779740000,218966222
1400000US36061016002,"Census Tract 160.02, New York County, New York",315122300,65989693
1400000US36061016100,"Census Tract 161, New York County, New York",840233400,180958081
1400000US36061016200,"Census Tract 162, New York County, New York",222579700,37668089
1400000US36061016300,"Census Tract 163, New York County, New York",1053285900,268158923
1400000US36061016400,"Census Tract 164, New York County, New York",176007400,29675961
1400000US36061016500,"Census Tract 165, New York County, New York",1028873000,230502724
1400000US36061016600,"Census Tract 166, New York County, New York",207808800,53995189
1400000US36061016700,"Census Tract 167, New York County, New York",1024793500,175307554
1400000US36061016800,"Census Tract 168, New York County, New York",166803000,55745708
1400000US36061016900,"Census Tract 169, New York County, New York",1049747500,211980988
1400000US36061017000,"Census Tract 170, New York County, New York",198524200,37676002
1400000US36061017100,"Census Tract 171, New York County, New York",1276471400,281945457
1400000US36061017200,"Census Tract 172, New York County, New York",124084700,23329323
1400000US36061017300,"Census Tract 173, New York County, New York",1020859300,248420247
1400000US36061017401,"Census Tract 174.01, New York County, New York",186220400,64674931
1400000US36061017402,"Census Tract 174.02, New York County, New York",105057400,30860843
1400000US36061017500,"Census Tract 175, New York County, New York",1375405900,320018549
1400000US36061017700,"Census Tract 177, New York County, New York",1019261600,302915068
1400000US36061017800,"Census Tract 178, New York County, New York",138082700,29616670
1400000US36061017900,"Census Tract 179, New York County, New York",1087049800,247356880
1400000US36061018000,"Census Tract 180, New York County, New York",208903000,65351936
1400000US36061018100,"Census Tract 181, New York County, New York",1033817900,285491252
1400000US36061018200,"Census Tract 182, New York County, New York",151192100,33632138
1400000US36061018300,"Census Tract 183, New York County, New York",837104100,198036477
1400000US36061018400,"Census Tract 184, New York County, New York",198594400,41354637
1400000US36061018500,"Census Tract 185, New York County, New York",470987900,81553986
1400000US36061018600,"Census Tract 186, New York County, New York",109595400,26420182
1400000US36061018700,"Census Tract 187, New York County, New York",873241700,230767658
1400000US36061018800,"Census Tract 188, New York County, New York",157395500,48402358
1400000US36061018900,"Census Tract 189, New York County, New York",303942900,70619470
1400000US36061019000,"Census Tract 190, New York County, New York",216273400,32090311
1400000US36061019100,"Census Tract 191, New York County, New York",928888400,187548270
1400000US36061019200,"Census Tract 192, New York County, New York",46730900,10146020
1400000US36061019300,"Census Tract 193, New York County, New York",486194300,95804107
1400000US36061019400,"Census Tract 194, New York County, New York",124162500,28142857
1400000US36061019500,"Census Tract 195, New York County, New York",624542500,119779511
1400000US36061019600,"Census Tract 196, New York County, New York",93213400,30298936
1400000US36061019701,"Census Tract 197.01, New York County, New York",44954800,13129895
1400000US36061019702,"Census Tract 197.02, New York County, New York",139518900,30906394
1400000US36061019800,"Census Tract 198, New York County, New York",169139200,90430550
1400000US36061019900,"Census Tract 199, New York County, New York",529138900,141465655
1400000US36061020000,"Census Tract 200, New York County, New York",168234900,48591571
1400000US36061020101,"Census Tract 201.01, New York County, New York",67131200,20639066
1400000US36061020102,"Census Tract 201.02, New York County, New York",222150700,48379233
1400000US36061020300,"Census Tract 203, New York County, New York",57905400,26147188
1400000US36061020500,"Census Tract 205, New York County, New York",333562100,65283072
1400000US36061020600,"Census Tract 206, New York County, New York",107239600,27034155
1400000US36061020701,"Census Tract 207.01, New York County, New York",114200100,20986463
1400000US36061020800,"Census Tract 208, New York County, New York",310742100,75014976
1400000US36061020901,"Census Tract 209.01, New York County, New York",66374200,18414986
1400000US36061021000,"Census Tract 210, New York County, New York",186920800,31400498
1400000US36061021100,"Census Tract 211, New York County, New York",484026400,134617136
1400000US36061021200,"Census Tract 212, New York County, New York",211393100,43482714
1400000US36061021303,"Census Tract 213.03, New York County, New York",198273500,50695508
1400000US36061021400,"Census Tract 214, New York County, New York",154395500,40218225
1400000US36061021500,"Census Tract 215, New York County, New York",147128200,33094380
1400000US36061021600,"Census Tract 216, New York County, New York",342025000,56802993
1400000US36061021703,"Census Tract 217.03, New York County, New York", ,**
1400000US36061021800,"Census Tract 218, New York County, New York",262678300,55799406
1400000US36061021900,"Census Tract 219, New York County, New York",79952200,26214589
1400000US36061022000,"Census Tract 220, New York County, New York",376338300,88331159
1400000US36061022102,"Census Tract 221.02, New York County, New York",181639200,52959051
1400000US36061022200,"Census Tract 222, New York County, New York",169585400,39374533
1400000US36061022301,"Census Tract 223.01, New York County, New York",218703100,36275464
1400000US36061022302,"Census Tract 223.02, New York County, New York",73807200,14334198
1400000US36061022400,"Census Tract 224, New York County, New York",168131300,33016888
1400000US36061022500,"Census Tract 225, New York County, New York",351470200,79356732
1400000US36061022600,"Census Tract 226, New York County, New York",186080700,50551226
1400000US36061022700,"Census Tract 227, New York County, New York",198794900,48255370
1400000US36061022800,"Census Tract 228, New York County, New York",349077500,82797359
1400000US36061022900,"Census Tract 229, New York County, New York",217036900,40266824
1400000US36061023000,"Census Tract 230, New York County, New York",243314700,48555184
1400000US36061023100,"Census Tract 231, New York County, New York",227478600,49485998
1400000US36061023200,"Census Tract 232, New York County, New York",151736000,23611888
1400000US36061023300,"Census Tract 233, New York County, New York",250333100,55238268
1400000US36061023400,"Census Tract 234, New York County, New York",200202600,47444901
1400000US36061023501,"Census Tract 235.01, New York County, New York",219010700,39350470
1400000US36061023502,"Census Tract 235.02, New York County, New York",52646500,16804181
1400000US36061023600,"Census Tract 236, New York County, New York",199900500,38960300
1400000US36061023700,"Census Tract 237, New York County, New York",148802700,27549124
1400000US36061023802,"Census Tract 238.02, New York County, New York",226409800,37949536
1400000US36061023803,"Census Tract 238.03, New York County, New York",252648000,64501885
1400000US36061023804,"Census Tract 238.04, New York County, New York",325269300,78381903
1400000US36061023900,"Census Tract 239, New York County, New York",83092400,15505059
1400000US36061024000,"Census Tract 240, New York County, New York", ,**
1400000US36061024100,"Census Tract 241, New York County, New York",259099900,37220929
1400000US36061024200,"Census Tract 242, New York County, New York",95538600,19163545
1400000US36061024301,"Census Tract 243.01, New York County, New York",125204000,24883337
1400000US36061024302,"Census Tract 243.02, New York County, New York",101907100,16824739
1400000US36061024500,"Census Tract 245, New York County, New York",326684900,49634923
1400000US36061024700,"Census Tract 247, New York County, New York",276517900,66276948
1400000US36061024900,"Census Tract 249, New York County, New York",36364600,9076706
1400000US36061025100,"Census Tract 251, New York County, New York",39565200,6793280
1400000US36061025300,"Census Tract 253, New York County, New York",271013200,42712062
1400000US36061025500,"Census Tract 255, New York County, New York",219662100,124249912
1400000US36061025700,"Census Tract 257, New York County, New York",280866700,63723382
1400000US36061025900,"Census Tract 259, New York County, New York",194388400,32556866
1400000US36061026100,"Census Tract 261, New York County, New York",215774100,28628419
1400000US36061026300,"Census Tract 263, New York County, New York",210096600,30546385
1400000US36061026500,"Census Tract 265, New York County, New York",310196000,40067166
1400000US36061026700,"Census Tract 267, New York County, New York",52193300,20918262
1400000US36061026900,"Census Tract 269, New York County, New York",156567700,22921042
1400000US36061027100,"Census Tract 271, New York County, New York",253867900,44543008
1400000US36061027300,"Census Tract 273, New York County, New York",439775200,69095933
1400000US36061027500,"Census Tract 275, New York County, New York",630252200,623317711
1400000US36061027700,"Census Tract 277, New York County, New York",100233300,24211329
1400000US36061027900,"Census Tract 279, New York County, New York",327110500,44798972
1400000US36061028100,"Census Tract 281, New York County, New York",224326800,36853857
1400000US36061028300,"Census Tract 283, New York County, New York",215440900,37496030
1400000US36061028500,"Census Tract 285, New York County, New York",162823300,22313187
1400000US36061028700,"Census Tract 287, New York County, New York",134340600,24026745
1400000US36061029100,"Census Tract 291, New York County, New York",269735200,40978046
1400000US36061029300,"Census Tract 293, New York County, New York",203976300,47754045
1400000US36061029500,"Census Tract 295, New York County, New York",306565100,43393265
1400000US36061029700,"Census Tract 297, New York County, New York", ,**
1400000US36061029900,"Census Tract 299, New York County, New York",60384300,12360145
1400000US36061030300,"Census Tract 303, New York County, New York",174211300,26246279
1400000US36061030700,"Census Tract 307, New York County, New York",229756600,30506066
1400000US36061030900,"Census Tract 309, New York County, New York",202365100,24041177
1400000US36061031100,"Census Tract 311, New York County, New York", ,**
1400000US36061031703,"Census Tract 317.03, New York County, New York",1141414800,257297717
1400000US36061031704,"Census Tract 317.04, New York County, New York",1425561100,259672478
1400000US36061031900,"Census Tract 319, New York County, New York", ,**
1400000US36081000101,"Census Tract 1.01, Queens County, New York",382438500,94556457
1400000US36081000102,"Census Tract 1.02, Queens County, New York",531120600,120108864
1400000US36081000103,"Census Tract 1.03, Queens County, New York", ,**
1400000US36081000104,"Census Tract 1.04, Queens County, New York", ,**
1400000US36081000200,"Census Tract 2, Queens County, New York",80212900,26154751
1400000US36081000400,"Census Tract 4, Queens County, New York",98216300,22927680
1400000US36081000600,"Census Tract 6, Queens County, New York",101240900,21595687
1400000US36081000701,"Census Tract 7.01, Queens County, New York",253022800,54351618
1400000US36081000702,"Census Tract 7.02, Queens County, New York",241050300,47890942
1400000US36081000800,"Census Tract 8, Queens County, New York",88898200,15200484
1400000US36081001000,"Census Tract 10, Queens County, New York",142420800,34557226
1400000US36081001200,"Census Tract 12, Queens County, New York",106413300,20283681
1400000US36081001400,"Census Tract 14, Queens County, New York",127393500,33465403
1400000US36081001600,"Census Tract 16, Queens County, New York",75509400,13187422
1400000US36081001800,"Census Tract 18, Queens County, New York",91135300,27859472
1400000US36081001901,"Census Tract 19.01, Queens County, New York",118415100,32712761
1400000US36081001902,"Census Tract 19.02, Queens County, New York",407225700,82538930
1400000US36081001903,"Census Tract 19.03, Queens County, New York",140157400,50370203
1400000US36081002000,"Census Tract 20, Queens County, New York",43174200,8889533
1400000US36081002200,"Census Tract 22, Queens County, New York",71260100,16658627
1400000US36081002400,"Census Tract 24, Queens County, New York",46676100,10043440
1400000US36081002500,"Census Tract 25, Queens County, New York",118640100,37095682
1400000US36081002600,"Census Tract 26, Queens County, New York",87937500,26067003
1400000US36081002800,"Census Tract 28, Queens County, New York",95057100,21788325
1400000US36081003000,"Census Tract 30, Queens County, New York",46389000,21142905
1400000US36081003100,"Census Tract 31, Queens County, New York",56844000,10634834
1400000US36081003200,"Census Tract 32, Queens County, New York",52104300,16233322
1400000US36081003301,"Census Tract 33.01, Queens County, New York",214260700,37295837
1400000US36081003302,"Census Tract 33.02, Queens County, New York",23878700,8249020
1400000US36081003400,"Census Tract 34, Queens County, New York",71226700,16570924
1400000US36081003600,"Census Tract 36, Queens County, New York",93504800,23006384
1400000US36081003700,"Census Tract 37, Queens County, New York", ,**
1400000US36081003800,"Census Tract 38, Queens County, New York",81831000,17291549
1400000US36081003900,"Census Tract 39, Queens County, New York",31364900,10990381
1400000US36081004001,"Census Tract 40.01, Queens County, New York",69657900,12420801
1400000US36081004002,"Census Tract 40.02, Queens County, New York",33714200,12798262
1400000US36081004200,"Census Tract 42, Queens County, New York",102262400,21313480
1400000US36081004300,"Census Tract 43, Queens County, New York",30646500,5842750
1400000US36081004401,"Census Tract 44.01, Queens County, New York",111513700,23670416
1400000US36081004500,"Census Tract 45, Queens County, New York",160015000,28444429
1400000US36081004700,"Census Tract 47, Queens County, New York",113577300,21917448
1400000US36081005000,"Census Tract 50, Queens County, New York", ,**
1400000US36081005100,"Census Tract 51, Queens County, New York",75871500,13534486
1400000US36081005200,"Census Tract 52, Queens County, New York",73696700,21351904
1400000US36081005300,"Census Tract 53, Queens County, New York",267016700,47112435
1400000US36081005400,"Census Tract 54, Queens County, New York",177137600,26886916
1400000US36081005500,"Census Tract 55, Queens County, New York",67641600,28988247
1400000US36081005700,"Census Tract 57, Queens County, New York",176216200,27822732
1400000US36081005800,"Census Tract 58, Queens County, New York",190982400,31457867
1400000US36081005900,"Census Tract 59, Queens County, New York",187798600,46195261
1400000US36081006100,"Census Tract 61, Queens County, New York",287023500,52057261
1400000US36081006201,"Census Tract 62.01, Queens County, New York",275467000,89254777
1400000US36081006202,"Census Tract 62.02, Queens County, New York",195089800,39187800
1400000US36081006300,"Census Tract 63, Queens County, New York",495914200,349704991
1400000US36081006501,"Census Tract 65.01, Queens County, New York",168157400,36572875
1400000US36081006502,"Census Tract 65.02, Queens County, New York",177876800,22250251
1400000US36081006900,"Census Tract 69, Queens County, New York",223298400,59854385
1400000US36081007100,"Census Tract 71, Queens County, New York",179718900,29088713
1400000US36081007300,"Census Tract 73, Queens County, New York",237675800,47381120
1400000US36081007500,"Census Tract 75, Queens County, New York",325010900,108766096
1400000US36081007700,"Census Tract 77, Queens County, New York",94603900,15347188
1400000US36081007900,"Census Tract 79, Queens County, New York",145708600,62494204
1400000US36081008100,"Census Tract 81, Queens County, New York",67161900,15637258
1400000US36081008300,"Census Tract 83, Queens County, New York",89323800,24448190
1400000US36081008500,"Census Tract 85, Queens County, New York",32024200,11440738
1400000US36081008600,"Census Tract 86, Queens County, New York",77848900,13105603
1400000US36081008700,"Census Tract 87, Queens County, New York",56098500,13286455
1400000US36081008800,"Census Tract 88, Queens County, New York",127508300,27508996
1400000US36081009100,"Census Tract 91, Queens County, New York",128088200,34331271
1400000US36081009400,"Census Tract 94, Queens County, New York",68781500,14354851
1400000US36081009500,"Census Tract 95, Queens County, New York",95699700,14852561
1400000US36081009600,"Census Tract 96, Queens County, New York",141464800,74027075
1400000US36081009700,"Census Tract 97, Queens County, New York",185344800,26415806
1400000US36081009800,"Census Tract 98, Queens County, New York",68050100,10306917
1400000US36081009900,"Census Tract 99, Queens County, New York", ,**
1400000US36081010000,"Census Tract 100, Queens County, New York",135446200,44663887
1400000US36081010100,"Census Tract 101, Queens County, New York",111602600,36925297
1400000US36081010200,"Census Tract 102, Queens County, New York",87240900,22558770
1400000US36081010300,"Census Tract 103, Queens County, New York",172804200,29073393
1400000US36081010400,"Census Tract 104, Queens County, New York",86837300,20100560
1400000US36081010500,"Census Tract 105, Queens County, New York",153427100,28935002
1400000US36081010600,"Census Tract 106, Queens County, New York",103966100,32475154
1400000US36081010701,"Census Tract 107.01, Queens County, New York", ,**
1400000US36081010800,"Census Tract 108, Queens County, New York",82095900,19321467
1400000US36081011000,"Census Tract 110, Queens County, New York",75515300,17081374
1400000US36081011100,"Census Tract 111, Queens County, New York",130643800,22629165
1400000US36081011200,"Census Tract 112, Queens County, New York",73024100,17468494
1400000US36081011300,"Census Tract 113, Queens County, New York",230979300,40853266
1400000US36081011400,"Census Tract 114, Queens County, New York",34637400,14942283
1400000US36081011500,"Census Tract 115, Queens County, New York",132789400,32178699
1400000US36081011600,"Census Tract 116, Queens County, New York",47235900,10804212
1400000US36081011700,"Census Tract 117, Queens County, New York",184766000,41065506
1400000US36081011800,"Census Tract 118, Queens County, New York",82504600,27664805
1400000US36081011900,"Census Tract 119, Queens County, New York",57942700,8912389
1400000US36081012000,"Census Tract 120, Queens County, New York",55169300,10847081
1400000US36081012100,"Census Tract 121, Queens County, New York",102953300,17038815
1400000US36081012200,"Census Tract 122, Queens County, New York",87259000,25504540
1400000US36081012301,"Census Tract 123.01, Queens County, New York",155092400,36245259
